gene_name,sample_name,season,gene_family,aro_accession,drug_class,high_level_drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_gene_id,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
CRP,Influent_WWTP_2_1_24_MH1_S340,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000518,macrolide antibiotic; fluoroquinolone antibiotic; penam,macrolide antibiotic; beta-lactam antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Nudged,38.8626,98.78,Klebsiella (chromosome or plasmid),17,ARO:3000518|ID:869|Name:CRP|NCBI:AP009048.1,94.94,1.65,Klebsiella quasipneumoniae (chromosome): 1; Klebsiella (chromosome): 2; ,7704074,6.82,0.66
CRP-1,Influent_WWTP_2_1_24_MH1_S340,wet,CRP beta-lactamase,ARO:3006868,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.7211,100,,,,,,,7704074,0,0
CblA-1,Influent_WWTP_2_1_24_MH1_S340,wet,CblA beta-lactamase,ARO:3002999,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3002999|ID:2|Name:CblA-1|NCBI:GQ343019.1,15.04,0.3,,7704074,0.8,0.12
CfxA4,Influent_WWTP_2_1_24_MH1_S340,wet,CfxA beta-lactamase,ARO:3003005,cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,19,ARO:3003005|ID:294|Name:CfxA4|NCBI:AY769933.1,94.82,2.67,,7704074,7.62,1.07
CfxA6,Influent_WWTP_2_1_24_MH1_S340,wet,CfxA beta-lactamase,ARO:3003097,cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Strict,96.3855,95.62,Bacteroides ovatus (chromosome or plasmid),42,ARO:3003097|ID:268|Name:CfxA6|NCBI:GQ342996.1,97.29,3.5,,7704074,16.84,1.4
EC-19,Influent_WWTP_2_1_24_MH1_S340,wet,EC beta-lactamase,ARO:3006879,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3006879|ID:4593|Name:EC-19|NCBI:NG_049084.1,23.1,0.27,,7704074,0.8,0.11
EC-5,Influent_WWTP_2_1_24_MH1_S340,wet,EC beta-lactamase,ARO:3006880,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,23.0159,98.85,Unknown taxonomy (chromosome or plasmid),,,,,,7704074,0,0
EC-8,Influent_WWTP_2_1_24_MH1_S340,wet,EC beta-lactamase,ARO:3006881,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.1164,100,,,,,,,7704074,0,0
Enterobacter cloacae acrA,Influent_WWTP_2_1_24_MH1_S340,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004042,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,disinfecting agents and antiseptics; fluoroquinolone antibiotic; tetracycline antibiotic; rifamycin antibiotic; beta-lactam antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,5,ARO:3004042|ID:2660|Name:Enterobacter_cloacae_acrA|NCBI:DQ679966.1,45.81,0.63,,7704074,2.01,0.25
EreD,Influent_WWTP_2_1_24_MH1_S340,wet,macrolide esterase,ARO:3004608,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,0,,,,,5,ARO:3004608|ID:3305|Name:EreD|NCBI:KP265721.1,41.81,0.54,,7704074,2.01,0.22
Erm(38),Influent_WWTP_2_1_24_MH1_S340,wet,Erm 23S ribosomal RNA methyltransferase,ARO:3000601,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; lincosamide antibiotic; macrolide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,1.292,100,,,,,,,7704074,0,0
ErmB,Influent_WWTP_2_1_24_MH1_S340,wet,Erm 23S ribosomal RNA methyltransferase,ARO:3000375,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; lincosamide antibiotic; macrolide antibiotic,antibiotic target alteration,protein homolog,2,Nudged,85.9438,95.905,Enterococcus faecalis (chromosome or plasmid) Unknown taxonomy (chromosome or plasmid),14,ARO:3000375|ID:1549|Name:ErmB|NCBI:AF242872.1,87.68,2.62,Enterococcus faecalis (chromosome or plasmid): 3; Streptococcus suis (chromosome or plasmid): 3; ,7704074,5.61,1.05
ErmF,Influent_WWTP_2_1_24_MH1_S340,wet,Erm 23S ribosomal RNA methyltransferase,ARO:3000498,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; lincosamide antibiotic; macrolide antibiotic,antibiotic target alteration,protein homolog,2,Nudged,70.7865,99.52,Unknown taxonomy (chromosome or plasmid),16,ARO:3000498|ID:621|Name:ErmF|NCBI:M17124.1,84.89,2.47,Riemerella anatipestifer (chromosome or plasmid): 1; ,7704074,6.42,0.99
ErmG,Influent_WWTP_2_1_24_MH1_S340,wet,Erm 23S ribosomal RNA methyltransferase,ARO:3000522,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; lincosamide antibiotic; macrolide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,3.2653,100,,2,ARO:3000522|ID:989|Name:ErmG|NCBI:L42817.1,41.09,0.41,,7704074,0.8,0.16
Escherichia coli UhpT with mutation conferring resistance to fosfomycin,Influent_WWTP_2_1_24_MH1_S340,wet,antibiotic-resistant UhpT,ARO:3003890,phosphonic acid antibiotic,phosphonic acid antibiotic,antibiotic target alteration,protein variant,1,Nudged,18.319,96.47,,,,,,,7704074,0,0
Escherichia coli acrA,Influent_WWTP_2_1_24_MH1_S340,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004043,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,disinfecting agents and antiseptics; fluoroquinolone antibiotic; tetracycline antibiotic; rifamycin antibiotic; beta-lactam antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,2,ARO:3004043|ID:2661|Name:Escherichia_coli_acrA|NCBI:U00096.3,24.2,0.25,,7704074,0.8,0.1
Escherichia coli emrE,Influent_WWTP_2_1_24_MH1_S340,wet,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3004039,macrolide antibiotic,macrolide antibiotic,antibiotic efflux,protein homolog,1,Strict,96.3964,99.07,Unknown taxonomy (chromosome or plasmid),4,ARO:3004039|ID:2656|Name:Escherichia_coli_emrE|NCBI:Z11877.1,97.9,1.63,,7704074,1.6,0.65
Escherichia coli mdfA,Influent_WWTP_2_1_24_MH1_S340,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3001328,tetracycline antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,1,Nudged,20.438,97.62,Unknown taxonomy (chromosome or plasmid),2,ARO:3001328|ID:37|Name:Escherichia_coli_mdfA|NCBI:JQ394987.1,20.44,0.24,,7704074,0.8,0.1
FONA-3,Influent_WWTP_2_1_24_MH1_S340,wet,FONA beta-lactamase,ARO:3004790,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.7027,100,,,,,,,7704074,0,0
FOX-12,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3002165,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3002165|ID:4602|Name:FOX-12|NCBI:NG_049100.1,28.6,0.4,Klebsiella pneumoniae (chromosome): 1; ,7704074,1.2,0.16
FOX-13,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3006471,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.5666,100,,,,,,,7704074,0,0
FOX-14,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3006472,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3006472|ID:4604|Name:FOX-14|NCBI:NG_050814.1,26.28,0.39,,7704074,1.2,0.16
FOX-16,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3006474,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,9,ARO:3006474|ID:4606|Name:FOX-16|NCBI:NG_057480.1,42.56,0.81,Aeromonas veronii (chromosome): 2; ,7704074,3.61,0.32
FOX-2,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3002156,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3002156|ID:764|Name:FOX-2|NCBI:Y10282.1,26.28,0.26,Aeromonas veronii (chromosome): 2; ,7704074,0.8,0.1
FOX-3,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3002157,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3002157|ID:81|Name:FOX-3|NCBI:Y11068.1,28.29,0.47,,7704074,2.41,0.19
FOX-4,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3002158,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,4,ARO:3002158|ID:1726|Name:FOX-4|NCBI:AJ277535.1,30.98,0.53,Aeromonas veronii (chromosome): 1; ,7704074,1.6,0.21
FOX-5,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3002159,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,16,ARO:3002159|ID:1249|Name:FOX-5|NCBI:AY007369.1,61.27,2.1,Aeromonas veronii (chromosome): 1; ,7704074,6.42,0.84
FOX-9,Influent_WWTP_2_1_24_MH1_S340,wet,FOX beta-lactamase,ARO:3002163,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,5,ARO:3002163|ID:990|Name:FOX-9|NCBI:JF896803.1,44.04,0.66,Enterobacter asburiae (chromosome): 1; ,7704074,2.01,0.26
GES-3,Influent_WWTP_2_1_24_MH1_S340,wet,GES beta-lactamase,ARO:3002332,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,60.7639,98.86,Unknown taxonomy (chromosome or plasmid),,,,,,7704074,0,0
GES-9,Influent_WWTP_2_1_24_MH1_S340,wet,GES beta-lactamase,ARO:3002338,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3002338|ID:480|Name:GES-9|NCBI:AY920928.1,52.08,0.98,,7704074,2.41,0.39
GIL-1,Influent_WWTP_2_1_24_MH1_S340,wet,GIL beta-lactamase,ARO:3006888,carbapenem; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.439,100,,,,,,,7704074,0,0
GOB-35,Influent_WWTP_2_1_24_MH1_S340,wet,GOB beta-lactamase,ARO:3005684,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.4055,100,,,,,,,7704074,0,0
H-NS,Influent_WWTP_2_1_24_MH1_S340,wet,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000676,macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic,fluoroquinolone antibiotic; macrolide antibiotic; beta-lactam antibiotic; tetracycline antibiotic,antibiotic efflux,protein homolog,1,Nudged,51.4493,98.59,Raoultella planticola (chromosome),9,ARO:3000676|ID:1248|Name:H-NS|NCBI:BA000007.3,99.03,1.8,Raoultella planticola (chromosome): 2; ,7704074,3.61,0.72
ICR-Mo,Influent_WWTP_2_1_24_MH1_S340,wet,intrinsic colistin resistant phosphoethanolamine transferase,ARO:3004569,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,98.0322,96.09,Moraxella osloensis (chromosome),138,ARO:3004569|ID:3271|Name:ICR-Mo|NCBI:NZ_CP014234.1,100,10.49,Moraxella osloensis (chromosome): 113; ,7704074,55.34,4.21
IMI-5,Influent_WWTP_2_1_24_MH1_S340,wet,IMI beta-lactamase,ARO:3001862,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.3891,100,,,,,,,7704074,0,0
IND-6,Influent_WWTP_2_1_24_MH1_S340,wet,IND beta-lactamase,ARO:3002262,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.75,100,,,,,,,7704074,0,0
KPC-2,Influent_WWTP_2_1_24_MH1_S340,wet,KPC beta-lactamase,ARO:3002312,monobactam; carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Perfect,99.6599,100,Unknown taxonomy (chromosome or plasmid),,,,,,7704074,0,0
KPC-34,Influent_WWTP_2_1_24_MH1_S340,wet,KPC beta-lactamase,ARO:3005366,monobactam; carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,44,ARO:3005366|ID:4099|Name:KPC-34|NCBI:KU985429.1,97.35,6.81,Klebsiella pneumoniae (chromosome or plasmid): 1; ,7704074,17.65,2.73
Klebsiella pneumoniae KpnG,Influent_WWTP_2_1_24_MH1_S340,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004588,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,peptide antibiotic; fluoroquinolone antibiotic; beta-lactam antibiotic; aminoglycoside antibiotic; macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,4,ARO:3004588|ID:3298|Name:Klebsiella_pneumoniae_KpnG|NCBI:ACWO01000051.1,29.41,0.26,Raoultella planticola (chromosome): 1; ,7704074,1.6,0.1
Klebsiella pneumoniae KpnH,Influent_WWTP_2_1_24_MH1_S340,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004597,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,peptide antibiotic; fluoroquinolone antibiotic; beta-lactam antibiotic; aminoglycoside antibiotic; macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,9,ARO:3004597|ID:3299|Name:Klebsiella_pneumoniae_KpnH|NCBI:ASTU01000063.1,49.38,0.41,Raoultella planticola (chromosome): 2; Klebsiella huaxiensis (chromosome): 2; Enterobacter (chromosome): 1; ,7704074,3.61,0.16
Klebsiella pneumoniae OmpK37,Influent_WWTP_2_1_24_MH1_S340,wet,General Bacterial Porin with reduced permeability to beta-lactams,ARO:3004122,monobactam; carbapenem; cephalosporin; cephamycin; penam; penem,beta-lactam antibiotic,reduced permeability to antibiotic,protein homolog,1,Nudged,2.1333,100,,,,,,,7704074,0,0
Klebsiella pneumoniae acrA,Influent_WWTP_2_1_24_MH1_S340,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004041,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,disinfecting agents and antiseptics; fluoroquinolone antibiotic; tetracycline antibiotic; rifamycin antibiotic; beta-lactam antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,2,ARO:3004041|ID:2659|Name:Klebsiella_pneumoniae_acrA|NCBI:AJ318073.1,21.97,0.25,Klebsiella pneumoniae (chromosome): 1; Klebsiella (chromosome): 1; ,7704074,0.8,0.1
LCR-1,Influent_WWTP_2_1_24_MH1_S340,wet,LCR beta-lactamase,ARO:3002997,cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3002997|ID:901|Name:LCR-1|NCBI:X56809.1,15.71,0.16,Pseudomonas aeruginosa (chromosome): 1; ,7704074,0.4,0.06
LHK-6,Influent_WWTP_2_1_24_MH1_S340,wet,LHK beta-lactamase,ARO:3006940,carbapenem; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3006940|ID:4751|Name:LHK-6|NCBI:NG_056487.1,33.59,0.66,Laribacter hongkongensis (chromosome): 4; ,7704074,2.41,0.26
LRA-17,Influent_WWTP_2_1_24_MH1_S340,wet,subclass B3 LRA beta-lactamase,ARO:3002512,cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.7119,100,,,,,,,7704074,0,0
LUT-5,Influent_WWTP_2_1_24_MH1_S340,wet,LUT beta-lactamase,ARO:3006947,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.6936,100,,,,,,,7704074,0,0
LnuH,Influent_WWTP_2_1_24_MH1_S340,wet,lincosamide nucleotidyltransferase (LNU),ARO:3004600,lincosamide antibiotic,lincosamide antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3004600|ID:5916|Name:LnuH|NCBI:NC_020125.1,24.01,0.39,,7704074,0.8,0.16
LpeA,Influent_WWTP_2_1_24_MH1_S340,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004099,macrolide antibiotic,macrolide antibiotic,antibiotic efflux,protein homolog,1,Nudged,2.2472,100,,,,,,,7704074,0,0
LpsB,Influent_WWTP_2_1_24_MH1_S340,wet,Intrinsic peptide antibiotic resistant Lps,ARO:3005051,peptide antibiotic,peptide antibiotic,reduced permeability to antibiotic,protein homolog,1,Nudged,2.1798,100,,,,,,,7704074,0,0
LptD,Influent_WWTP_2_1_24_MH1_S340,wet,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3005059,peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic,rifamycin antibiotic; aminocoumarin antibiotic; peptide antibiotic,antibiotic efflux,protein homolog,1,Nudged,5.2363,97.56,,8,ARO:3005059|ID:3799|Name:LptD|NCBI:CP007727.1,25.42,0.26,,7704074,3.21,0.1
MCR-3.17,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007278,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,6,ARO:3007278|ID:5883|Name:MCR-3.17|NCBI:MH332767.1,33.03,0.56,,7704074,2.41,0.22
MCR-3.19,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007273,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,12,ARO:3007273|ID:5878|Name:MCR-3.19|NCBI:MH043626.1,45.57,1.11,Aeromonas hydrophila (chromosome or plasmid): 2; ,7704074,4.81,0.45
MCR-3.32,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007254,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,3,ARO:3007254|ID:5859|Name:MCR-3.32|NCBI:MT757847.1,24.52,0.28,Aeromonas (chromosome or plasmid): 1; ,7704074,1.2,0.11
MCR-3.33,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007248,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,2,ARO:3007248|ID:5853|Name:MCR-3.33|NCBI:MT791039.1,6.16,0.06,,7704074,0.8,0.02
MCR-3.34,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007268,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,7.5786,100,Aeromonas veronii (chromosome),,,,,,7704074,0,0
MCR-3.35,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007267,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,65.6192,98.87,Aeromonas (chromosome or plasmid),,,,,,7704074,0,0
MCR-3.37,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007250,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,14.9723,98.77,Aeromonas (chromosome),,,,,,7704074,0,0
MCR-3.6,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3004503,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,12,ARO:3004503|ID:3131|Name:MCR-3.6|NCBI:MF598076.1,55.39,0.97,Aeromonas hydrophila (chromosome): 3; Aeromonas hydrophila (chromosome or plasmid): 1; Aeromonas (chromosome): 5; Aeromonas (chromosome or plasmid): 1; ,7704074,4.81,0.39
MCR-4.3,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3004695,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,17.1587,97.85,Unknown taxonomy (plasmid),2,ARO:3004695|ID:3393|Name:MCR-4.3|NCBI:MG026621.1,17.16,0.19,,7704074,0.8,0.08
MCR-5.1,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3004332,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,12,ARO:3004332|ID:2849|Name:MCR-5.1|NCBI:KY807920.1,67.03,1.07,,7704074,4.81,0.43
MCR-5.3,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3007282,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,2,Nudged,31.3869,100,Unknown taxonomy (chromosome or plasmid),,,,,,7704074,0,0
MCR-9.1,Influent_WWTP_2_1_24_MH1_S340,wet,MCR phosphoethanolamine transferase,ARO:3004684,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,1.6667,100,,,,,,,7704074,0,0
MOX-11,Influent_WWTP_2_1_24_MH1_S340,wet,MOX beta-lactamase,ARO:3003141,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3003141|ID:4772|Name:MOX-11|NCBI:NG_049313.1,19.58,0.28,,7704074,1.2,0.11
MOX-13,Influent_WWTP_2_1_24_MH1_S340,wet,MOX beta-lactamase,ARO:3006478,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,22.1354,100,Aeromonas caviae (chromosome),12,ARO:3006478|ID:4774|Name:MOX-13|NCBI:NG_055585.1,59.72,1.16,Aeromonas caviae (chromosome): 10; ,7704074,4.81,0.47
MOX-14,Influent_WWTP_2_1_24_MH1_S340,wet,MOX beta-lactamase,ARO:3006479,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3006479|ID:4775|Name:MOX-14|NCBI:NG_067143.1,13.93,0.35,,7704074,1.2,0.14
MOX-5,Influent_WWTP_2_1_24_MH1_S340,wet,MOX beta-lactamase,ARO:3002188,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,4,ARO:3002188|ID:53|Name:MOX-5|NCBI:GQ152600.1,19.36,0.13,Aeromonas hydrophila (chromosome): 3; Aeromonas caviae (chromosome): 1; ,7704074,1.6,0.05
MOX-6,Influent_WWTP_2_1_24_MH1_S340,wet,MOX beta-lactamase,ARO:3002185,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,4,ARO:3002185|ID:1376|Name:MOX-6|NCBI:GQ152601.1,43.23,0.26,Aeromonas hydrophila (chromosome): 1; ,7704074,1.6,0.1
MOX-9,Influent_WWTP_2_1_24_MH1_S340,wet,MOX beta-lactamase,ARO:3002191,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Strict,99.7396,95.3,Unknown taxonomy (chromosome or plasmid),119,ARO:3002191|ID:2329|Name:MOX-9|NCBI:KJ746495.1,100,13.49,Aeromonas hydrophila (chromosome): 7; Aeromonas veronii (plasmid): 13; Escherichia coli (plasmid): 11; ,7704074,47.72,5.41
